                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    308,                0.71069,                0.49091,                0.99427,                0.76118,                0.39375,                0.43922,                0.23712,                 1.9715,                 2.6842,                 2.0555,             0.00078824,             0.00078824,             0.00078824
                    309,                0.68052,                0.62543,                0.98225,                0.76118,                0.39375,                0.43922,                0.23712,                 1.9715,                 2.6842,                 2.0555,             0.00078428,             0.00078428,             0.00078428
                    310,                0.70096,                0.59289,                   1.02,                0.79742,                0.39364,                0.44077,                0.23511,                 1.9657,                  2.674,                 2.0613,             0.00078032,             0.00078032,             0.00078032
                    311,                 0.6767,                0.55494,                0.99464,                0.78252,                0.40313,                0.43815,                0.24049,                 1.9583,                 2.6708,                  2.061,             0.00077636,             0.00077636,             0.00077636
                    312,                0.77958,                0.62624,                 1.0969,                0.76678,                0.40313,                0.43263,                0.23209,                 1.9676,                 2.7324,                 2.0742,              0.0007724,              0.0007724,              0.0007724
                    313,                0.71359,                 0.5359,                0.99406,                0.76678,                0.40313,                0.43263,                0.23209,                 1.9676,                 2.7324,                 2.0742,             0.00076844,             0.00076844,             0.00076844
                    314,                0.71987,                0.56584,                0.95454,                0.74008,                0.40937,                0.42633,                0.22524,                 1.9936,                 2.8381,                 2.0972,             0.00076448,             0.00076448,             0.00076448
                    315,                0.75988,                 0.5596,                 1.0222,                0.79111,                0.37872,                0.40799,                0.20973,                 2.0251,                 2.9528,                 2.1275,             0.00076052,             0.00076052,             0.00076052
                    316,                0.69963,                0.55733,                 1.0346,                0.84927,                0.35313,                 0.3925,                  0.204,                 2.0459,                 3.0454,                 2.1483,             0.00075656,             0.00075656,             0.00075656
                    317,                0.68825,                0.47964,                0.99363,                0.84927,                0.35313,                 0.3925,                  0.204,                 2.0459,                 3.0454,                 2.1483,              0.0007526,              0.0007526,              0.0007526
                    318,                0.67856,                0.54877,                 1.0018,                0.85019,                0.34063,                0.37979,                0.19721,                  2.066,                 3.0823,                 2.1783,             0.00074864,             0.00074864,             0.00074864
                    319,                0.67167,                0.56091,                 1.0377,                0.79821,                0.35938,                0.38807,                0.19944,                 2.0657,                 2.9802,                 2.1918,             0.00074468,             0.00074468,             0.00074468
                    320,                0.68101,                0.53335,                0.97944,                0.82249,                0.35313,                0.39119,                0.20126,                 2.0816,                 2.8599,                  2.205,             0.00074072,             0.00074072,             0.00074072
                    321,                0.66413,                0.49956,                0.96542,                0.82249,                0.35313,                0.39119,                0.20126,                 2.0816,                 2.8599,                  2.205,             0.00073676,             0.00073676,             0.00073676
                    322,                 0.6539,                0.51374,                0.95977,                0.83904,                0.35938,                0.40573,                0.20278,                 2.1037,                 2.7741,                 2.2218,              0.0007328,              0.0007328,              0.0007328
                    323,                0.68794,                0.53425,                 1.0323,                0.83306,                0.35867,                0.40873,                0.20422,                  2.127,                 2.7319,                 2.2388,             0.00072884,             0.00072884,             0.00072884
                    324,                0.71066,                0.58191,                 1.0099,                0.72068,                0.39062,                0.40944,                0.20719,                 2.1369,                 2.7061,                 2.2418,             0.00072488,             0.00072488,             0.00072488
                    325,                0.61964,                0.49753,                0.94028,                0.72068,                0.39062,                0.40944,                0.20719,                 2.1369,                 2.7061,                 2.2418,             0.00072092,             0.00072092,             0.00072092
                    326,                0.67852,                0.51533,                 1.0425,                0.71234,                0.38438,                 0.4079,                0.20516,                 2.1563,                 2.6931,                  2.246,             0.00071696,             0.00071696,             0.00071696
                    327,                0.67389,                0.49572,                 1.0297,                0.79849,                0.35938,                0.40043,                0.20424,                 2.1739,                 2.6617,                 2.2461,               0.000713,               0.000713,               0.000713
                    328,                0.70817,                0.49771,                 1.0045,                0.77058,                0.33588,                0.37822,                0.19822,                 2.1697,                 2.6576,                 2.2348,             0.00070904,             0.00070904,             0.00070904
                    329,                0.69799,                0.51556,                 1.0401,                0.77058,                0.33588,                0.37822,                0.19822,                 2.1697,                 2.6576,                 2.2348,             0.00070508,             0.00070508,             0.00070508
                    330,                0.77946,                0.58005,                 1.0696,                0.75314,                0.34322,                0.38026,                0.20055,                 2.1704,                 2.6658,                 2.2239,             0.00070112,             0.00070112,             0.00070112
                    331,                0.59711,                0.45402,                 0.9443,                0.74425,                0.33437,                0.37455,                0.19745,                 2.1559,                 2.6837,                 2.1978,             0.00069716,             0.00069716,             0.00069716
                    332,                0.76009,                0.47708,                 1.0247,                0.80732,                0.34063,                 0.3733,                0.19634,                  2.162,                 2.7065,                 2.1922,              0.0006932,              0.0006932,              0.0006932
                    333,                0.64404,                0.47809,                0.95507,                0.80732,                0.34063,                 0.3733,                0.19634,                  2.162,                 2.7065,                 2.1922,             0.00068924,             0.00068924,             0.00068924
                    334,                 0.6626,                0.47385,                0.98589,                 0.7224,                0.34155,                0.36576,                0.18921,                 2.1557,                 2.7351,                 2.1915,             0.00068528,             0.00068528,             0.00068528
                    335,                0.71637,                0.54701,                   1.03,                0.74988,                0.34063,                0.37039,                0.19036,                  2.157,                 2.7201,                 2.1976,             0.00068132,             0.00068132,             0.00068132
                    336,                0.68601,                0.56419,                 1.0053,                0.75801,                0.34261,                0.38025,                  0.192,                 2.1597,                 2.7174,                 2.1948,             0.00067736,             0.00067736,             0.00067736
                    337,                0.66265,                0.53465,                  1.008,                0.75801,                0.34261,                0.38025,                  0.192,                 2.1597,                 2.7174,                 2.1948,              0.0006734,              0.0006734,              0.0006734
                    338,                0.64571,                0.49255,                0.99129,                0.70897,                0.35313,                0.39122,                0.19586,                 2.1935,                 2.7588,                 2.2033,             0.00066944,             0.00066944,             0.00066944
                    339,                0.61585,                 0.4261,                0.92743,                0.69703,                0.34687,                0.40238,                0.20089,                 2.2337,                 2.7811,                 2.2338,             0.00066548,             0.00066548,             0.00066548
                    340,                 0.7168,                0.50043,                0.99767,                0.66352,                0.34063,                0.41039,                0.20653,                 2.2529,                 2.8306,                 2.2528,             0.00066152,             0.00066152,             0.00066152
                    341,                0.69133,                 0.6518,                 1.0141,                0.66352,                0.34063,                0.41039,                0.20653,                 2.2529,                 2.8306,                 2.2528,             0.00065756,             0.00065756,             0.00065756
                    342,                 0.6389,                 0.4853,                0.96762,                0.68499,                0.34656,                0.41073,                0.21015,                 2.2424,                 2.8293,                 2.2676,              0.0006536,              0.0006536,              0.0006536
                    343,                0.68138,                0.46915,                0.99135,                 0.6865,                  0.349,                0.41801,                0.21994,                 2.1994,                 2.8083,                 2.2523,             0.00064964,             0.00064964,             0.00064964
                    344,                0.64924,                 0.4378,                0.94315,                0.70687,                0.35419,                0.41476,                  0.225,                  2.147,                 2.8238,                 2.2134,             0.00064568,             0.00064568,             0.00064568
                    345,                 0.8264,                0.62898,                 1.0427,                0.70687,                0.35419,                0.41476,                  0.225,                  2.147,                 2.8238,                 2.2134,             0.00064172,             0.00064172,             0.00064172
                    346,                0.77795,                0.54327,                0.95138,                0.71786,                0.34985,                0.40614,                0.22123,                 2.1112,                 2.8508,                 2.1856,             0.00063776,             0.00063776,             0.00063776
                    347,                0.76567,                0.51449,                0.99905,                0.73297,                0.34687,                0.41446,                0.21974,                 2.0903,                 2.8601,                  2.172,              0.0006338,              0.0006338,              0.0006338
                    348,                0.70722,                0.48063,                0.96781,                0.73829,                0.35625,                0.41706,                0.21745,                  2.076,                 2.8714,                 2.1597,             0.00062984,             0.00062984,             0.00062984
                    349,                0.74051,                0.51385,                 1.0002,                0.73829,                0.35625,                0.41706,                0.21745,                  2.076,                 2.8714,                 2.1597,             0.00062588,             0.00062588,             0.00062588
                    350,                0.61885,                0.43545,                0.98457,                0.70892,                   0.35,                0.41082,                0.21627,                 2.0793,                 2.8736,                 2.1593,             0.00062192,             0.00062192,             0.00062192
                    351,                0.61668,                0.44727,                0.95368,                0.69385,                0.34687,                0.39703,                0.21047,                 2.0917,                 2.9181,                  2.162,             0.00061796,             0.00061796,             0.00061796
                    352,                0.68064,                0.57843,                0.96183,                0.69036,                   0.35,                0.39428,                0.20673,                 2.1171,                 2.9307,                 2.1682,               0.000614,               0.000614,               0.000614
                    353,                0.69952,                0.52136,                0.96362,                0.69036,                   0.35,                0.39428,                0.20673,                 2.1171,                 2.9307,                 2.1682,             0.00061004,             0.00061004,             0.00061004
                    354,                0.72008,                0.48664,                0.95395,                0.70093,                0.35156,                0.39091,                0.20447,                 2.1248,                  2.925,                 2.1639,             0.00060608,             0.00060608,             0.00060608
                    355,                  0.625,                0.44799,                0.95563,                0.69659,                   0.35,                0.38887,                0.20711,                 2.1119,                 2.8769,                 2.1465,             0.00060212,             0.00060212,             0.00060212
                    356,                0.77158,                0.62858,                0.96751,                0.73112,                0.34375,                0.39531,                 0.2088,                 2.1008,                 2.7588,                 2.1334,             0.00059816,             0.00059816,             0.00059816
                    357,                0.68132,                0.51797,                0.97879,                0.73112,                0.34375,                0.39531,                 0.2088,                 2.1008,                 2.7588,                 2.1334,              0.0005942,              0.0005942,              0.0005942
                    358,                0.66349,                0.45522,                 1.0041,                0.74128,                0.35625,                0.40789,                0.21266,                 2.1142,                  2.663,                 2.1458,             0.00059024,             0.00059024,             0.00059024
                    359,                0.72403,                0.48175,                  1.004,                 0.6674,                 0.3875,                0.41861,                0.21488,                 2.1054,                 2.5969,                 2.1387,             0.00058628,             0.00058628,             0.00058628
                    360,                  0.637,                0.45624,                0.94303,                0.61637,                0.40937,                0.42642,                0.22367,                 2.0901,                 2.5436,                 2.1191,             0.00058232,             0.00058232,             0.00058232
                    361,                0.63243,                0.45343,                0.93888,                0.61637,                0.40937,                0.42642,                0.22367,                 2.0901,                 2.5436,                 2.1191,             0.00057836,             0.00057836,             0.00057836
                    362,                0.59744,                0.50772,                0.97319,                 0.7616,                0.37188,                0.42746,                 0.2281,                 2.0759,                 2.5245,                  2.107,              0.0005744,              0.0005744,              0.0005744
                    363,                0.63889,                 0.4652,                0.98535,                0.73184,                0.38379,                0.42586,                 0.2305,                 2.0599,                 2.5351,                 2.0884,             0.00057044,             0.00057044,             0.00057044
                    364,                0.65335,                 0.4845,                0.96139,                0.75024,                0.36875,                0.41614,                0.22795,                 2.0627,                 2.5961,                 2.0854,             0.00056648,             0.00056648,             0.00056648
                    365,                0.74095,                0.47088,                 1.0201,                0.75024,                0.36875,                0.41614,                0.22795,                 2.0627,                 2.5961,                 2.0854,             0.00056252,             0.00056252,             0.00056252
                    366,                0.65813,                0.45591,                0.93436,                0.70046,                 0.3875,                0.42074,                0.23028,                 2.0742,                 2.5966,                  2.089,             0.00055856,             0.00055856,             0.00055856
                    367,                0.75398,                0.51838,                0.98845,                0.74096,                0.37812,                0.42021,                0.22781,                  2.087,                 2.6001,                 2.0951,              0.0005546,              0.0005546,              0.0005546
                    368,                0.68516,                0.47892,                0.97364,                0.76336,                0.37188,                0.42087,                0.22673,                 2.0985,                 2.6117,                 2.1111,             0.00055064,             0.00055064,             0.00055064
                    369,                0.55111,                0.41165,                0.91445,                0.76336,                0.37188,                0.42087,                0.22673,                 2.0985,                 2.6117,                 2.1111,             0.00054668,             0.00054668,             0.00054668
                    370,                0.68488,                0.50036,                0.95832,                0.76309,                0.38125,                0.42925,                0.22388,                 2.1108,                 2.6153,                 2.1322,             0.00054272,             0.00054272,             0.00054272
                    371,                0.57507,                0.41486,                0.96917,                0.78078,                0.39375,                0.44165,                0.22796,                 2.1178,                 2.5952,                 2.1523,             0.00053876,             0.00053876,             0.00053876
                    372,                0.59632,                0.45888,                0.95439,                0.73672,                0.39375,                 0.4389,                0.22946,                 2.1094,                 2.5822,                 2.1635,              0.0005348,              0.0005348,              0.0005348
                    373,                0.59422,                0.45826,                0.91177,                0.73672,                0.39375,                 0.4389,                0.22946,                 2.1094,                 2.5822,                 2.1635,             0.00053084,             0.00053084,             0.00053084
                    374,                0.62014,                0.48378,                0.99433,                0.72387,                0.39323,                0.43587,                0.22943,                 2.1052,                 2.5481,                 2.1735,             0.00052688,             0.00052688,             0.00052688
                    375,                 0.6317,                0.46779,                0.94043,                0.71439,                    0.4,                0.43894,                 0.2254,                 2.0949,                 2.5139,                 2.1757,             0.00052292,             0.00052292,             0.00052292
                    376,                0.53848,                0.45963,                0.96763,                0.71888,                0.39158,                0.44244,                0.22651,                 2.0956,                 2.5124,                 2.1992,             0.00051896,             0.00051896,             0.00051896
                    377,                0.60553,                0.47588,                0.96405,                0.71888,                0.39158,                0.44244,                0.22651,                 2.0956,                 2.5124,                 2.1992,               0.000515,               0.000515,               0.000515
                    378,                0.62977,                0.44087,                0.98761,                0.70797,                    0.4,                0.44024,                0.22357,                 2.0916,                 2.5408,                  2.208,             0.00051104,             0.00051104,             0.00051104
                    379,                0.63653,                0.49759,                0.99243,                0.73112,                0.39687,                0.43338,                 0.2226,                 2.0764,                 2.5866,                 2.1921,             0.00050708,             0.00050708,             0.00050708
                    380,                0.61131,                  0.431,                0.95575,                0.74647,                 0.3875,                0.42101,                0.22096,                 2.0627,                 2.5985,                 2.1759,             0.00050312,             0.00050312,             0.00050312
                    381,                0.48093,                0.37345,                0.90806,                0.74647,                 0.3875,                0.42101,                0.22096,                 2.0627,                 2.5985,                 2.1759,             0.00049916,             0.00049916,             0.00049916
                    382,                0.62016,                0.48872,                0.96572,                0.74995,                0.38427,                0.41088,                0.21478,                 2.0601,                 2.6633,                 2.1629,              0.0004952,              0.0004952,              0.0004952
                    383,                 0.6728,                0.46444,                0.94607,                0.78944,                0.36562,                0.40676,                0.21141,                 2.0707,                 2.7101,                 2.1531,             0.00049124,             0.00049124,             0.00049124
                    384,                0.58733,                0.43654,                0.91604,                0.79778,                0.36875,                0.40462,                0.20519,                 2.0815,                  2.722,                 2.1513,             0.00048728,             0.00048728,             0.00048728
                    385,                0.57427,                0.42235,                0.97217,                0.79778,                0.36875,                0.40462,                0.20519,                 2.0815,                  2.722,                 2.1513,             0.00048332,             0.00048332,             0.00048332
                    386,                0.59545,                0.43438,                0.94016,                0.79667,                0.36733,                0.40529,                0.20353,                 2.0964,                 2.7592,                 2.1503,             0.00047936,             0.00047936,             0.00047936
                    387,                0.68256,                0.51025,                 1.0154,                0.77823,                0.37188,                0.41053,                0.20291,                 2.1101,                 2.7605,                 2.1588,              0.0004754,              0.0004754,              0.0004754
                    388,                0.58541,                0.45883,                0.91146,                 0.7043,                0.39375,                0.40507,                 0.2023,                 2.0987,                 2.7505,                 2.1611,             0.00047144,             0.00047144,             0.00047144
                    389,                0.64289,                0.46447,                0.95256,                 0.7043,                0.39375,                0.40507,                 0.2023,                 2.0987,                 2.7505,                 2.1611,             0.00046748,             0.00046748,             0.00046748
                    390,                 0.6236,                0.45594,                 1.0087,                0.72178,                0.39062,                0.41082,                0.20535,                 2.0708,                 2.7158,                  2.146,             0.00046352,             0.00046352,             0.00046352
                    391,                 0.5978,                0.40878,                0.98113,                0.75168,                0.37838,                0.40815,                0.20884,                 2.0524,                 2.6733,                 2.1417,             0.00045956,             0.00045956,             0.00045956
                    392,                 0.5541,                0.45434,                0.96478,                0.78578,                0.37188,                0.41015,                0.21029,                  2.049,                 2.6713,                 2.1436,              0.0004556,              0.0004556,              0.0004556
                    393,                0.58914,                0.43985,                0.93075,                0.78578,                0.37188,                0.41015,                0.21029,                  2.049,                 2.6713,                 2.1436,             0.00045164,             0.00045164,             0.00045164
                    394,                0.58392,                0.43894,                0.94127,                0.78335,                0.36875,                0.40648,                0.20891,                 2.0518,                 2.6796,                 2.1447,             0.00044768,             0.00044768,             0.00044768
                    395,                0.67899,                0.47441,                  1.001,                 0.7678,                0.37188,                0.40866,                0.20826,                 2.0419,                 2.6571,                 2.1441,             0.00044372,             0.00044372,             0.00044372
                    396,                0.63023,                0.51739,                0.97269,                 0.7861,                  0.379,                0.42022,                0.21462,                 2.0367,                   2.63,                 2.1432,             0.00043976,             0.00043976,             0.00043976
                    397,                0.63137,                0.42771,                0.98758,                 0.7861,                  0.379,                0.42022,                0.21462,                 2.0367,                   2.63,                 2.1432,              0.0004358,              0.0004358,              0.0004358
                    398,                0.54088,                0.40895,                0.94227,                0.74755,                0.38867,                0.42328,                0.21901,                 2.0266,                 2.6118,                 2.1486,             0.00043184,             0.00043184,             0.00043184
                    399,                0.51872,                0.39564,                0.91637,                0.70858,                0.40625,                0.42532,                0.22197,                  2.019,                 2.6097,                 2.1499,             0.00042788,             0.00042788,             0.00042788
                    400,                0.58361,                0.46802,                0.94628,                 0.7595,                0.40625,                 0.4344,                0.22659,                 2.0049,                 2.5788,                 2.1361,             0.00042392,             0.00042392,             0.00042392
                    401,                0.73699,                0.51877,                  1.005,                 0.7595,                0.40625,                 0.4344,                0.22659,                 2.0049,                 2.5788,                 2.1361,             0.00041996,             0.00041996,             0.00041996
                    402,                0.57549,                0.48812,                0.96646,                0.70178,                0.43125,                0.43928,                0.22782,                 1.9931,                 2.5461,                 2.1309,               0.000416,               0.000416,               0.000416
                    403,                0.64208,                0.44122,                0.98552,                0.71232,                  0.425,                0.43779,                0.22887,                 1.9843,                  2.525,                 2.1255,             0.00041204,             0.00041204,             0.00041204
                    404,                0.61208,                0.47114,                0.93869,                0.71399,                0.42907,                 0.4386,                 0.2316,                 1.9848,                 2.5109,                 2.1247,             0.00040808,             0.00040808,             0.00040808
                    405,                0.55865,                0.41135,                0.93343,                0.71399,                0.42907,                 0.4386,                 0.2316,                 1.9848,                 2.5109,                 2.1247,             0.00040412,             0.00040412,             0.00040412
                    406,                0.51685,                0.41806,                0.91572,                0.70571,                0.41965,                0.43159,                0.23211,                 1.9907,                 2.5354,                 2.1303,             0.00040016,             0.00040016,             0.00040016
                    407,                 0.5584,                0.40179,                0.93974,                0.71018,                0.42188,                0.43361,                0.23367,                 1.9931,                 2.5719,                 2.1353,              0.0003962,              0.0003962,              0.0003962
                    408,                0.58632,                0.40632,                0.93375,                0.73059,                0.41524,                0.43233,                0.23281,                 1.9977,                 2.5857,                 2.1399,             0.00039224,             0.00039224,             0.00039224
                    409,                0.51942,                0.39791,                0.90671,                0.73059,                0.41524,                0.43233,                0.23281,                 1.9977,                 2.5857,                 2.1399,             0.00038828,             0.00038828,             0.00038828
                    410,                0.56971,                0.48497,                0.95754,                0.71881,                 0.4125,                0.42532,                0.23034,                 2.0068,                 2.5904,                 2.1459,             0.00038432,             0.00038432,             0.00038432
                    411,                0.59278,                0.42077,                0.91879,                0.71632,                0.41823,                0.42433,                0.22806,                 2.0141,                 2.5968,                 2.1545,             0.00038036,             0.00038036,             0.00038036
                    412,                0.56708,                0.42514,                0.98694,                  0.718,                0.42169,                0.42422,                0.22668,                 2.0208,                 2.6314,                 2.1509,              0.0003764,              0.0003764,              0.0003764
                    413,                0.67725,                0.51973,                 1.0255,                  0.718,                0.42169,                0.42422,                0.22668,                 2.0208,                 2.6314,                 2.1509,             0.00037244,             0.00037244,             0.00037244
                    414,                0.62125,                0.45938,                0.95005,                 0.7067,                0.41563,                0.42138,                 0.2232,                 2.0231,                 2.6588,                 2.1447,             0.00036848,             0.00036848,             0.00036848
                    415,                0.57076,                0.42488,                0.92475,                0.70351,                0.40625,                0.41746,                0.22011,                 2.0213,                 2.6629,                 2.1377,             0.00036452,             0.00036452,             0.00036452
                    416,                0.53659,                0.40391,                0.91678,                0.71452,                0.40672,                0.42102,                0.21734,                 2.0307,                 2.6736,                 2.1506,             0.00036056,             0.00036056,             0.00036056
                    417,                0.63541,                0.46796,                0.98493,                0.71452,                0.40672,                0.42102,                0.21734,                 2.0307,                 2.6736,                 2.1506,              0.0003566,              0.0003566,              0.0003566
                    418,                0.62858,                0.47332,                0.94589,                0.77348,                 0.3875,                0.42449,                0.21649,                 2.0462,                 2.6746,                  2.164,             0.00035264,             0.00035264,             0.00035264
                    419,                0.66388,                0.49713,                 1.0452,                0.78851,                 0.3875,                0.42184,                0.21653,                 2.0495,                 2.6665,                  2.165,             0.00034868,             0.00034868,             0.00034868
                    420,                0.58731,                0.43976,                0.95012,                0.76348,                    0.4,                0.42104,                0.21671,                 2.0509,                 2.6692,                 2.1643,             0.00034472,             0.00034472,             0.00034472
                    421,                  0.556,                0.41248,                0.95556,                0.76348,                    0.4,                0.42104,                0.21671,                 2.0509,                 2.6692,                 2.1643,             0.00034076,             0.00034076,             0.00034076
                    422,                0.61489,                0.41405,                0.96165,                0.78359,                0.39604,                0.42402,                0.21776,                 2.0441,                 2.6586,                 2.1601,              0.0003368,              0.0003368,              0.0003368
                    423,                 0.5874,                0.48616,                0.92461,                0.78868,                0.39655,                0.42774,                0.22011,                 2.0481,                 2.6631,                 2.1613,             0.00033284,             0.00033284,             0.00033284
                    424,                0.55542,                 0.4528,                0.91075,                0.77954,                0.39687,                0.42575,                0.22306,                 2.0319,                 2.6892,                 2.1498,             0.00032888,             0.00032888,             0.00032888
                    425,                0.54384,                0.40296,                0.91924,                0.77954,                0.39687,                0.42575,                0.22306,                 2.0319,                 2.6892,                 2.1498,             0.00032492,             0.00032492,             0.00032492
                    426,                0.58663,                0.43854,                0.94765,                0.80523,                0.39375,                0.42381,                0.22527,                 2.0131,                 2.6788,                 2.1358,             0.00032096,             0.00032096,             0.00032096
                    427,                0.57276,                0.39104,                0.89961,                0.78912,                0.39759,                0.42127,                 0.2265,                 2.0061,                 2.6882,                  2.129,               0.000317,               0.000317,               0.000317
                    428,                0.59907,                0.48311,                0.96598,                0.76914,                    0.4,                0.42466,                0.22775,                 2.0105,                 2.6723,                 2.1312,             0.00031304,             0.00031304,             0.00031304
                    429,                0.50218,                0.40399,                0.92129,                0.76914,                    0.4,                0.42466,                0.22775,                 2.0105,                 2.6723,                 2.1312,             0.00030908,             0.00030908,             0.00030908
                    430,                0.59368,                0.38696,                0.91646,                0.72522,                0.40414,                0.42338,                0.22817,                 2.0138,                 2.6562,                  2.136,             0.00030512,             0.00030512,             0.00030512
                    431,                0.59932,                0.41882,                0.94459,                 0.7996,                0.38438,                0.42257,                0.23044,                 2.0091,                 2.6357,                 2.1338,             0.00030116,             0.00030116,             0.00030116
                    432,                 0.5538,                0.41849,                0.91775,                0.71884,                0.39949,                0.42485,                0.22981,                 2.0104,                 2.6246,                 2.1364,              0.0002972,              0.0002972,              0.0002972
                    433,                0.50544,                0.42739,                0.93369,                0.71884,                0.39949,                0.42485,                0.22981,                 2.0104,                 2.6246,                 2.1364,             0.00029324,             0.00029324,             0.00029324
                    434,                0.54981,                0.46734,                 0.9259,                0.72188,                0.40937,                0.42633,                0.22789,                 2.0215,                 2.6038,                 2.1434,             0.00028928,             0.00028928,             0.00028928
                    435,                0.50845,                0.39163,                0.91414,                0.84504,                0.37492,                 0.4295,                0.22725,                 2.0308,                 2.6041,                 2.1483,             0.00028532,             0.00028532,             0.00028532
                    436,                0.56752,                0.43081,                0.91332,                0.83773,                0.37188,                0.43123,                0.22747,                 2.0362,                 2.5871,                 2.1513,             0.00028136,             0.00028136,             0.00028136
                    437,                 0.5268,                0.39432,                0.89195,                0.83773,                0.37188,                0.43123,                0.22747,                 2.0362,                 2.5871,                 2.1513,              0.0002774,              0.0002774,              0.0002774
                    438,                 0.5541,                0.41878,                0.92261,                0.83041,                  0.375,                0.43584,                0.22851,                  2.039,                 2.5795,                 2.1542,             0.00027344,             0.00027344,             0.00027344
                    439,                0.46776,                0.37956,                 0.8944,                0.83959,                0.37812,                0.43789,                0.22808,                 2.0391,                 2.5679,                 2.1595,             0.00026948,             0.00026948,             0.00026948
                    440,                0.61601,                0.41775,                0.93841,                0.80974,                0.38125,                0.43961,                0.23023,                 2.0191,                 2.5657,                 2.1445,             0.00026552,             0.00026552,             0.00026552
                    441,                0.49395,                0.39385,                0.93808,                0.80974,                0.38125,                0.43961,                0.23023,                 2.0191,                 2.5657,                 2.1445,             0.00026156,             0.00026156,             0.00026156
                    442,                0.48401,                0.37692,                0.91996,                0.81297,                0.38125,                0.43763,                0.23122,                 2.0041,                 2.5818,                  2.131,              0.0002576,              0.0002576,              0.0002576
                    443,                0.60933,                0.40875,                 0.9799,                0.76321,                0.39375,                0.43983,                0.23297,                 1.9926,                 2.6121,                  2.126,             0.00025364,             0.00025364,             0.00025364
                    444,                 0.5357,                0.41166,                0.91621,                0.76787,                    0.4,                0.44481,                0.23302,                 1.9855,                 2.5988,                 2.1225,             0.00024968,             0.00024968,             0.00024968
                    445,                0.59756,                0.39506,                0.99694,                0.76787,                    0.4,                0.44481,                0.23302,                 1.9855,                 2.5988,                 2.1225,             0.00024572,             0.00024572,             0.00024572
                    446,                0.58347,                0.56002,                 1.0178,                0.77045,                    0.4,                0.44633,                0.23338,                 1.9846,                 2.5999,                 2.1251,             0.00024176,             0.00024176,             0.00024176
                    447,                0.45549,                0.37958,                0.87864,                0.75238,                0.39687,                 0.4435,                 0.2342,                 1.9817,                 2.5927,                 2.1253,              0.0002378,              0.0002378,              0.0002378
                    448,                  0.599,                0.45438,                0.96123,                0.73556,                0.40313,                0.44445,                0.23326,                 1.9782,                 2.6119,                   2.12,             0.00023384,             0.00023384,             0.00023384
                    449,                0.50265,                0.40504,                0.94178,                0.73556,                0.40313,                0.44445,                0.23326,                 1.9782,                 2.6119,                   2.12,             0.00022988,             0.00022988,             0.00022988
                    450,                 0.5883,                0.41491,                0.98621,                0.74563,                0.40313,                0.44129,                0.22906,                 1.9721,                 2.6268,                 2.1145,             0.00022592,             0.00022592,             0.00022592
                    451,                0.54702,                0.48229,                0.87661,                0.74062,                    0.4,                0.43256,                0.22758,                 1.9732,                 2.6449,                 2.1138,             0.00022196,             0.00022196,             0.00022196
                    452,                0.54591,                0.44919,                0.95414,                0.74827,                0.39062,                0.42529,                0.22707,                 1.9712,                  2.667,                 2.1095,               0.000218,               0.000218,               0.000218
                    453,                0.44947,                0.34426,                0.87987,                0.74827,                0.39062,                0.42529,                0.22707,                 1.9712,                  2.667,                 2.1095,             0.00021404,             0.00021404,             0.00021404
                    454,                0.46345,                0.37147,                0.93921,                0.75129,                 0.3875,                0.41949,                0.22648,                  1.971,                 2.6978,                 2.1004,             0.00021008,             0.00021008,             0.00021008
                    455,                 0.4636,                0.36342,                0.89854,                0.76398,                0.39062,                0.41532,                0.22415,                 1.9726,                 2.7206,                 2.0949,             0.00020612,             0.00020612,             0.00020612
                    456,                0.52017,                0.37395,                0.91287,                 0.7666,                0.39062,                0.40949,                0.22179,                 1.9778,                   2.74,                 2.0955,             0.00020216,             0.00020216,             0.00020216
                    457,                0.50881,                0.42092,                 0.9588,                 0.7666,                0.39062,                0.40949,                0.22179,                 1.9778,                   2.74,                 2.0955,              0.0001982,              0.0001982,              0.0001982
                    458,                0.52175,                0.41971,                0.94837,                0.73402,                0.39375,                 0.4076,                 0.2237,                 1.9756,                 2.7358,                 2.0933,             0.00019424,             0.00019424,             0.00019424
                    459,                0.55735,                0.42916,                0.93893,                0.71914,                0.39375,                0.40536,                 0.2245,                 1.9731,                 2.7361,                 2.0913,             0.00019028,             0.00019028,             0.00019028
                    460,                0.53588,                 0.4234,                0.88968,                 0.7356,                0.39687,                  0.403,                0.22505,                 1.9699,                 2.7264,                 2.0899,             0.00018632,             0.00018632,             0.00018632
                    461,                0.52391,                0.38961,                0.95673,                 0.7356,                0.39687,                  0.403,                0.22505,                 1.9699,                 2.7264,                 2.0899,             0.00018236,             0.00018236,             0.00018236
                    462,                0.57338,                0.44115,                0.92936,                0.72492,                0.38706,                0.40029,                0.22258,                 1.9655,                 2.7392,                 2.0871,              0.0001784,              0.0001784,              0.0001784
                    463,                0.59933,                0.39356,                 1.0334,                0.74324,                0.37994,                0.39886,                0.22093,                 1.9649,                 2.7591,                 2.0857,             0.00017444,             0.00017444,             0.00017444
                    464,                0.63575,                0.47645,                0.94708,                0.75449,                0.38414,                0.40283,                0.22225,                 1.9661,                 2.7691,                  2.087,             0.00017048,             0.00017048,             0.00017048
